date,symbol,adv,dec,open,high,low,close,qty,trades,new_high,new_low,fiiIdxFutlong,fiiIdxFutshort,fiiIdxCElong,fiiIdxCEshort,fiiIdxPElong,fiiIdxPEshort,fiiStkFutlong,fiiStkFutshort,fiiStkCElong,fiiStkCEshort,fiiStkPElong,fiiStkPEshort,diiIdxFutlong,diiIdxFutshort,diiIdxCElong,diiIdxCEshort,diiIdxPElong,diiIdxPEshort,diiStkFutlong,diiStkFutshort,diiStkCElong,diiStkCEshort,diiStkPElong,diiStkPEshort,propIdxFutlong,propIdxFutshort,propIdxCElong,propIdxCEshort,propIdxPElong,propIdxPEshort,propStkFutlong,propStkFutshort,propStkCElong,propStkCEshort,propStkPElong,propStkPEshort
20191022T,Nifty 50,912,942,11657.15,11714.35,11573.65,11588.35,22289.33,16914790.0,34,84,75539,87290,206496,141547,271852,126690,971446,560068,25705,31274,25937,28236,56416,16966,34016.0,0,94441,0,25213,1062730.0,0,1863,0,0,19675,35342,142654.0,230542.0,156637.0,228079.0,175256.0,124211.0,77002,148690,71701,98571
20191023T,Nifty 50,911,910,11596.2,11651.6,11554.4,11604.1,19048.03,14182054.0,24,62,74386,90972,206287,148369,286081,125906,976894,559936,28394,34455,27077,28686,55678,17441,34016.0,0,94441,0,25570,1064488.0,0,1863,0,0,21049,32626,147533.0,258766.0,162617.0,259652.0,176947.0,130198.0,78801,150264,71947,101102
20191025T,Nifty 50,778,1025,11646.15,11646.9,11490.75,11583.9,22140.46,13265956.0,33,74,71717,106280,171891,125968,269257,104880,982213,571802,27946,30673,26451,29311,54340,17441,16592.0,0,77055,0,31453,1060303.0,0,1755,0,0,20948,27044,122961.0,196511.0,121489.0,172225.0,187274.0,146298.0,79705,151630,73911,96786
20191029T,Nifty 50,1076,773,11643.95,11809.4,11627.35,11786.85,23673.88,14717851.0,34,52,85267,105999,199246,118463,283565,123803,965789,540631,26938,27355,26064,29878,54145,17441,16592.0,0,77055,0,31310,1049810.0,0,1156,0,0,21418,36279,165267.0,214172.0,151594.0,279441.0,182906.0,148379.0,89035,142368,75410,108369
20191031T,Nifty 50,1138,690,11890.45,11945.0,11855.1,11877.45,32004.36,15806699.0,32,40,67296,89703,151971,50119,223375,86178,909782,504056,4561,5538,6883,6883,52236,19325,16482.0,0,74203,0,17058,979215.0,0,0,0,0,13259,23378,111861.0,129870.0,108080.0,140428.0,120851.0,69874.0,33870,53620,33417,36040
20191101T,Nifty 50,1074,791,11886.6,11918.3,11843.35,11890.6,29003.39,13808587.0,25,42,71279,87995,187431,59238,236251,109264,987966,510596,10316,13525,13853,12502,52032,25525,16482.0,0,74203,0,18956,1058586.0,0,0,0,0,16926,24230,136979.0,163173.0,136088.0,190127.0,126089.0,78224.0,42814,71322,40064,46271
20191104T,Nifty 50,1075,774,11928.9,11989.15,11905.35,11941.3,22139.84,13663753.0,30,36,72823,90953,196848,64554,254604,120051,986591,519922,11948,15282,15768,13521,51733,25525,16482.0,0,76870,0,21511,1056858.0,0,164,0,0,21055,26253,145320.0,207571.0,150172.0,230381.0,129590.0,82300.0,47104,84356,46166,50294
20191105T,Nifty 50,690,1147,11974.6,11978.95,11861.9,11917.2,18800.36,13292085.0,17,30,74519,94945,201233,72824,262630,128989,984660,520396,13242,17518,16928,13665,54910,25925,16482.0,0,76870,0,22442,1052146.0,0,254,0,0,20950,26484,147705.0,230230.0,158293.0,227363.0,134926.0,86372.0,49153,93679,49035,53935
20191106T,Nifty 50,891,940,11911.5,12002.9,11850.25,11966.05,18889.84,13036504.0,21,25,81526,99769,209282,72004,273139,138647,979127,528181,14036,18639,17494,14567,54910,26260,16482.0,0,76870,0,23714,1058869.0,0,381,0,0,21176,33602,166111.0,221847.0,157825.0,299834.0,141003.0,86750.0,53068,103646,50669,57587
20191107T,Nifty 50,945,884,12021.1,12021.4,11946.85,12012.05,19363.36,13137746.0,35,35,87610,103285,175255,58521,221375,109640,984296,532646,14485,19638,18504,14847,54910,28260,16482.0,0,76870,0,24013,1056499.0,0,381,0,0,22700,32808,129202.0,137475.0,125927.0,165124.0,148754.0,88914.0,54011,110842,53293,60903
20191108T,Nifty 50,684,1134,11987.15,12034.15,11888.75,11908.15,22918.79,14260147.0,29,29,85756,105031,185217,61276,242586,119522,986236,545218,16387,22213,20243,14909,52974,26110,16482.0,0,76870,0,24635,1054688.0,0,381,0,0,23447,35815,148147.0,178804.0,143574.0,195889.0,149919.0,92339.0,56458,121789,57998,62266
20191111T,Nifty 50,882,954,11879.2,11932.65,11853.95,11913.45,17692.73,12059257.0,23,35,84225,109404,197012,63452,255543,127735,990394,549427,17550,24650,21012,15781,52948,25162,16482.0,0,78470,0,24999,1059317.0,0,381,0,0,23860,40887,164362.0,196060.0,146661.0,234753.0,156159.0,98709.0,58764,127446,58476,65433
20191113T,Nifty 50,679,1175,11908.3,11946.8,11823.2,11840.45,21503.77,14583354.0,27,37,85884,113869,188657,66460,261666,118255,994111,566039,19495,28528,22046,15855,52958,24612,16482.0,0,80342,0,25035,1055097.0,240,420,0,0,20252,38770,168123.0,317251.0,151336.0,211431.0,161108.0,97022.0,58023,138682,62105,65402
20191114T,Nifty 50,711,1133,11858.75,11895.65,11802.65,11872.1,22075.5,12552411.0,27,35,85817,118420,179039,56882,239354,105089,999304,569414,20005,30065,22580,16501,52934,20562,16482.0,0,80342,0,25675,1064807.0,290,420,0,0,20196,39174,137192.0,149173.0,119369.0,162914.0,165668.0,100889.0,59340,142750,62191,67998
20191118T,Nifty 50,847,1019,11915.15,11946.2,11867.6,11884.5,21711.55,11547762.0,27,51,83945,130928,206141,70556,256466,120201,999074,570486,21152,31746,23131,17354,52423,22129,16482.0,0,79718,0,26674,1081500.0,150,420,0,0,26690,30521,152144.0,217776.0,160381.0,228370.0,177748.0,116322.0,63203,153340,63900,71865
20191120T,Nifty 50,886,967,12004.75,12038.6,11966.05,11999.1,37636.64,12506776.0,21,43,83152,139783,212940,67447,280452,140052,1004572,575275,23084,32801,24337,18942,50729,27879,16482.0,0,79347,0,26856,1081073.0,150,420,0,0,27357,30232,147137.0,212454.0,167971.0,302462.0,186216.0,125539.0,68884,164230,68465,79357
20191121T,Nifty 50,730,1099,12025.65,12028.2,11956.9,11968.4,28472.95,12646448.0,18,35,82453,140762,179250,57214,265802,114401,1003332,600782,22626,32034,23595,18432,50670,29372,16482.0,0,79347,0,23924,1071814.0,150,420,0,0,31097,30312,113397.0,137032.0,121836.0,180646.0,199978.0,128615.0,69391,174236,72584,83299
20191122T,Nifty 50,846,961,11967.3,11968.1,11883.5,11914.4,19301.54,11207087.0,17,28,73862,140994,189849,72946,287944,122283,1008725,605234,21519,31150,22314,16543,48044,25517,16482.0,0,81611,0,24754,1069261.0,150,420,0,0,34717,27868,120274.0,198528.0,140569.0,176925.0,210093.0,137945.0,69975,172525,74081,80913
20191125T,Nifty 50,1105,768,11922.45,12084.5,11919.75,12073.75,21554.81,12121596.0,18,37,85663,128990,199273,58441,286430,137665,1038535,640320,20260,27744,21223,16572,47962,28232,16482.0,0,87931,0,24901,1081084.0,150,420,0,0,32860,33177,149379.0,185618.0,144103.0,258364.0,219646.0,154252.0,76334,162851,72797,84366
20191126T,Nifty 50,753,1098,12110.2,12132.45,12006.35,12037.7,39512.86,17106574.0,16,35,120116,121053,198836,60056,301733,147900,1060024,670230,16910,25766,19214,14927,49154,32750,16482.0,0,89264,0,31413,1091283.0,150,420,0,0,37444,42956,147308.0,198791.0,147611.0,267544.0,209321.0,154618.0,80345,160048,74727,82760
20191127T,Nifty 50,932,894,12068.5,12114.9,12055.15,12100.7,19586.11,11416283.0,18,37,119485,124344,204615,62223,301688,151106,1039033,636822,13241,20694,16456,12786,47832,38364,16482.0,0,87944,0,33133,1096443.0,0,420,0,0,35323,34657,143402.0,216031.0,160160.0,306570.0,190441.0,132988.0,81253,143326,75241,81426
20191128T,Nifty 50,971,869,12132.1,12158.8,12099.95,12151.15,24708.83,12657683.0,24,31,89422,57773,121600,32144,216538,72616,1013975,593917,2149,3405,4590,4614,42899,39729,16482.0,0,87649,0,7750,1069591.0,0,0,0,0,18672,39516,105157.0,99637.0,121703.0,179901.0,136049.0,78544.0,32187,49267,34024,27475
20191129T,Nifty 50,876,934,12146.2,12147.4,12017.4,12056.05,26706.05,13984854.0,26,31,76293,68382,132248,47240,252883,86017,1023743,604265,7893,9936,10231,7910,45015,40193,16482.0,0,87649,0,9934,1078140.0,0,0,0,0,16390,31053,121819.0,143790.0,136804.0,185906.0,149354.0,74947.0,38955,72766,43074,35332
20191202T,Nifty 50,711,1134,12137.05,12137.15,12023.7,12048.2,31537.39,12067439.0,27,36,75642,71489,135569,52593,257669,94021,1021171,574402,10105,11469,12743,9303,45078,38444,16482.0,0,90315,0,11185,1090260.0,0,0,0,0,15913,31558,141321.0,203253.0,172113.0,223584.0,154394.0,88517.0,43686,86098,50719,43767
20191203T,Nifty 50,573,1264,12067.65,12068.6,11956.4,11994.2,23102.57,11251328.0,24,43,75390,74757,134700,54686,261154,92591,1009105,583955,10784,13570,13593,9819,45156,33494,16482.0,0,95881,0,11318,1096200.0,0,0,0,0,14969,32976,154334.0,245948.0,167357.0,214662.0,162398.0,89842.0,44965,99463,56853,48757
20191204T,Nifty 50,992,839,11969.95,12054.7,11935.3,12043.2,25738.71,12422920.0,19,43,72820,80813,141000,55548,254437,98265,1011180,577115,11637,13999,14290,10320,45515,33672,16482.0,0,95860,0,12172,1112126.0,0,274,0,0,15841,37054,161600.0,221288.0,174947.0,276068.0,165310.0,94719.0,47862,102172,57000,50967
20191205T,Nifty 50,791,1033,12071.25,12081.2,11998.75,12018.4,17971.18,11104511.0,20,27,67580,83139,126970,49923,230933,87464,1008823,579494,11971,15374,15051,10485,44604,29467,16482.0,0,95860,0,12994,1109754.0,0,284,0,0,16286,31650,100108.0,137678.0,126876.0,152593.0,169019.0,93422.0,47288,111348,61457,51249
20191206T,Nifty 50,527,1316,12047.35,12057.05,11888.85,11921.5,23001.32,11051545.0,20,38,72354,84117,140575,65885,272871,95663,1006982,584545,12552,17421,16253,11067,44609,31878,16482.0,0,97240,0,14325,1113037.0,0,303,0,0,13329,29718,127325.0,230912.0,159042.0,189938.0,166570.0,89567.0,47199,117344,62495,54489
20191209T,Nifty 50,735,1116,11939.1,11981.95,11888.05,11937.5,18357.97,10541687.0,16,51,72660,83264,142659,58184,268937,92795,1010195,575266,13065,17515,16463,11628,44609,36053,16482.0,0,97240,0,14539,1115720.0,0,303,0,0,11797,29298,149609.0,265309.0,170543.0,216649.0,167376.0,89698.0,49201,120253,63533,56502
20191210T,Nifty 50,500,1357,11950.5,11953.2,11844.7,11856.8,18169.94,10794048.0,14,56,75367,86185,148736,69890,278472,93443,1003549,577754,14081,19337,16795,11746,44609,30903,16482.0,0,91374,0,16190,1120753.0,0,303,0,0,13453,30981,133471.0,277981.0,171227.0,203883.0,173789.0,90002.0,50844,128108,64951,57710
20191212T,Nifty 50,1081,744,11944.3,12005.5,11934.0,11971.8,19394.86,11549638.0,8,78,"80,776.00","85,065.00","1,60,130.00","56,814.00","2,59,324.00","92,463.00","10,02,064.00","5,92,359.00","17,905.00","19,575.00","16,627.00","12,823.00",44358,32061,16482.0,0,88576,0,19010,1136150.0,120,503,0,0,14763,34177,111634.0,132622.0,134462.0,186127.0,191617.0,100394.0,60322,134503,68345,66298
20191213T,Nifty 50,1197,629,12026.4,12098.85,12023.6,12086.7,19590.9,11344728.0,14,50,84087,76749,168564,68432,278547,106805,1003971,586549,18198,18721,16409,14093,43312,34061,16482.0,0,86836,0,19386,1142537.0,0,484,0,0,16699,32968,136025.0,160507.0,149955.0,224750.0,189380.0,105579.0,62810,130203,64373,66795
20191216T,Nifty 50,831,1035,12131.35,12134.65,12046.3,12053.95,15234.58,10506543.0,21,41,77513,77613,157319,67145,278547,93591,998800,585441,17431,19582,16222,14477,42758,38386,16482.0,0,86836,0,19558,1137693.0,0,484,0,0,19789,34365,140046.0,210319.0,172202.0,259231.0,191715.0,105323.0,61335,142406,69147,71859
20191217T,Nifty 50,1073,755,12082.45,12182.75,12070.35,12165.0,18283.74,11933482.0,26,31,86607,87755,165817,66824,274690,106117,1010483,583925,16580,18862,16002,14990,42110,37172,16482.0,0,86836,0,20774,1129208.0,0,502,0,0,18905,35334,160306.0,202744.0,158941.0,291714.0,192621.0,113616.0,64771,144954,69080,76924
20191218T,Nifty 50,856,966,12197.0,12237.7,12163.45,12221.65,17507.49,11461169.0,14,28,90248,84385,169590,66019,264156,110353,1018178,589352,16331,19477,15918,14803,42059,39172,16482.0,0,86836,0,21648,1122300.0,0,482,0,21,18326,39097,170295.0,202163.0,164088.0,321965.0,200971.0,116602.0,66550,147880,70147,78903
20191219T,Nifty 50,930,863,12223.4,12268.35,12191.15,12259.7,16484.11,10391009.0,17,40,99732,85373,164950,56334,263402,93738,1021452,573243,15997,17885,15269,14397,41993,39772,16482.0,0,86836,0,22259,1116058.0,0,482,0,0,17639,41861,123429.0,122905.0,110411.0,217221.0,194382.0,120971.0,66976,146015,70839,79645
20191220T,Nifty 50,888,938,12266.45,12293.9,12252.75,12271.8,19813.36,11485432.0,16,29,104270,82385,184192,60051,275864,109475,1040164,556888,13946,16882,15912,13771,41993,40206,16482.0,0,86836,0,23716,1120721.0,0,474,0,0,18983,46448,146649.0,143504.0,125719.0,240530.0,187103.0,132246.0,70289,145618,71627,78774
20191223T,Nifty 50,826,1020,12235.45,12287.15,12213.25,12262.75,15037.74,9377917.0,18,40,111342,83170,180293,58810,296537,114024,1031389,515476,11131,13449,14412,12324,41748,40491,16482.0,0,86836,0,26099,1119331.0,0,480,0,0,24094,50296,149495.0,183218.0,140159.0,260112.0,185058.0,143189.0,71992,147717,75906,78507
20191224T,Nifty 50,828,999,12269.25,12283.7,12202.1,12214.55,12892.35,8178976.0,18,40,109502,86004,174972,59257,316146,113382,1014549,489179,9009,9440,12202,10214,41748,38943,16482.0,0,86836,0,27229,1108990.0,0,484,0,0,26727,45586,145960.0,213528.0,155577.0,256647.0,165428.0,132368.0,71310,134661,76150,71941
20191226T,Nifty 50,987,852,12211.85,12221.55,12118.85,12126.55,15784.78,8770434.0,16,35,72615,49223,133126,41493,179330,62686,961057,457869,1695,2352,4992,4435,37627,36252,4317.0,0,65231,0,15387,1064574.0,0,10,0,0,13227,30373,92747.0,113565.0,110627.0,116251.0,120817.0,83471.0,25445,42639,41097,18562
20191227T,Nifty 50,1137,703,12172.9,12258.45,12157.9,12245.8,13988.13,9066813.0,22,26,74667,50965,168542,51600,199164,89167,972161,457664,5454,5661,8171,7124,38107,33755,4317.0,0,65231,0,15541,1073687.0,0,10,0,0,16135,36634,130072.0,141066.0,150531.0,181897.0,124655.0,88780.0,33418,49869,43620,22592
20191231T,Nifty 50,962,854,12247.1,12247.1,12151.8,12168.45,14435.22,9536873.0,20,21,64933,53874,162517,58487,222521,80985,959877,463463,7578,7994,10716,8072,42345,37184,4317.0,0,65841,0,15995,1095726.0,0,413,0,0,17315,29412,153694.0,258774.0,177800.0,197082.0,133450.0,84181.0,39109,68878,54391,27340
20200102T,Nifty 50,1356,482,12198.55,12289.9,12195.25,12282.2,16753.4,10815655.0,31,22,64503,53261,169106,48060,228210,81411,972264,464745,8794,9318,14076,9084,44661,35658,4317.0,0,65841,0,17665,1099112.0,0,654,0,0,14571,29594,135550.0,143297.0,144663.0,179819.0,134294.0,85142.0,47418,70978,54613,35841
20200103T,Nifty 50,879,973,12261.1,12265.6,12191.35,12226.65,16810.18,10889606.0,25,19,61479,58713,179346,73523,270074,95257,982020,475101,9890,10972,15665,9636,44660,35658,4317.0,0,65841,0,19258,1094169.0,0,673,0,0,13649,30119,151330.0,183362.0,163829.0,190529.0,135417.0,76760.0,46692,79526,60018,37865
20200106T,Nifty 50,360,1502,12170.6,12179.1,11974.2,11993.05,16034.92,10982692.0,31,24,70074,74088,176063,87093,281109,96768,982209,483556,10770,13211,16185,9541,44660,26337,4317.0,0,67921,0,20100,1095310.0,0,673,0,0,9871,35706,162275.0,278587.0,185758.0,217927.0,139036.0,72765.0,43992,88456,65991,40084
20200107T,Nifty 50,1248,578,12079.1,12152.15,12005.35,12052.95,14931.27,10463524.0,17,11,75275,65554,189262,91265,314411,127003,986280,480848,11628,13759,17069,9704,44660,24784,4317.0,0,67921,0,21008,1101266.0,0,679,0,0,12189,42241,183331.0,308265.0,198656.0,252408.0,140291.0,78742.0,45188,92049,65532,41704
20200108T,Nifty 50,725,1109,11939.1,12044.95,11929.6,12025.35,17809.03,10664175.0,29,18,71168,75338,193216,89892,305666,144203,989858,476740,13070,14741,18012,10517,46455,25795,4317.0,0,67921,0,20789,1102009.0,0,671,0,0,15995,49711,194156.0,307704.0,217628.0,296265.0,146046.0,84055.0,47583,95889,68344,46062
20200109T,Nifty 50,1372,475,12153.15,12224.05,12132.55,12215.9,19499.67,11779994.0,24,18,78992,70965,186901,66732,279644,110857,993307,475626,14271,15112,21047,11785,46339,33643,4317.0,0,67921,0,19689,1103263.0,0,663,0,0,19728,38623,128509.0,138709.0,151714.0,224274.0,147572.0,87739.0,54613,94376,65954,49671
20200110T,Nifty 50,1024,811,12271.0,12311.2,12213.2,12256.8,18816.46,11634315.0,23,21,83447,72215,199592,77623,298587,122745,998596,485019,14961,16000,21975,12944,46339,33643,4317.0,0,67921,0,21291,1096291.0,50,663,0,0,18791,36320,141515.0,169781.0,174654.0,240021.0,146478.0,89465.0,57182,96972,66959,51016
20200113T,Nifty 50,1207,665,12296.7,12337.75,12285.8,12329.55,15468.55,10442568.0,22,18,84971,70733,200816,81021,314236,131378,1002062,489182,15021,17037,23271,14372,45339,36643,4317.0,0,67921,0,21773,1095900.0,0,854,0,0,17988,37157,161990.0,199625.0,188991.0,285153.0,146981.0,89976.0,60718,102288,68306,55657
20200114T,Nifty 50,1072,755,12333.1,12374.25,12308.7,12362.3,16352.77,11785418.0,41,18,85845,72390,205805,82581,334968,137386,1016848,499531,15632,19175,24678,15015,45225,38893,4317.0,0,65841,0,23464,1095876.0,0,854,0,0,16939,35938,170366.0,227425.0,197290.0,314386.0,150430.0,96656.0,64999,113729,71943,59939
20200115T,Nifty 50,1090,742,12349.4,12355.15,12278.75,12343.3,19911.74,11729220.0,35,18,81917,77228,197591,88889,343072,131645,1016725,511902,17369,22272,26504,16077,44999,38918,4317.0,0,65841,0,24017,1098421.0,0,854,0,0,15514,33586,161975.0,280165.0,182816.0,275004.0,158310.0,103376.0,70126,125832,75827,64098
20200116T,Nifty 50,1083,750,12347.1,12389.05,12315.8,12355.5,16575.1,11797065.0,43,23,80117,82056,182005,77592,296715,104704,1017250,516933,17435,23990,27282,16635,44978,41418,4317.0,0,65841,0,23898,1097016.0,0,854,0,0,16586,31091,118145.0,156835.0,150435.0,196105.0,161003.0,108928.0,70569,137014,80169,66331
20200120T,Nifty 50,626,1225,12430.5,12430.5,12216.9,12224.55,17667.69,11031301.0,33,36,92735,87034,204456,127043,349319,116447,1012380,536523,18661,29271,28420,16457,44849,39438,4317.0,0,65841,0,25563,1103007.0,0,854,0,0,15018,32656,158028.0,329393.0,195770.0,212958.0,172885.0,113710.0,71048,162322,85274,71047
20200122T,Nifty 50,737,1097,12218.35,12225.05,12087.9,12106.9,18217.63,11701816.0,25,29,102438,110551,194171,149339,369701,123649,1004676,574201,18803,29843,29515,15821,41176,26901,4317.0,0,72250,0,26594,1106014.0,0,885,0,0,15776,34058,170388.0,413954.0,181288.0,210498.0,192065.0,121984.0,73932,173696,91192,74245
20200123T,Nifty 50,1078,752,12123.75,12189.0,12094.1,12180.35,25552.69,12230857.0,35,27,100927,115465,177162,104306,331638,111580,1008809,575247,19143,28587,30501,15564,41203,25419,4317.0,0,78750,0,26732,1108642.0,0,869,0,0,12694,31386,120216.0,187750.0,128211.0,167083.0,190404.0,130443.0,75439,166604,88393,74908
20200124T,Nifty 50,1064,766,12174.55,12272.15,12149.65,12248.25,17584.68,11893616.0,32,19,98622,120301,182665,120380,345541,126913,1013150,578399,18614,28134,30185,15197,41164,25419,4317.0,0,80750,0,27261,1111598.0,0,882,0,0,15520,30531,146088.0,196081.0,173958.0,216809.0,192880.0,130604.0,78640,158896,86727,77994
20200127T,Nifty 50,761,1100,12197.1,12216.6,12107.0,12119.0,14705.01,11044233.0,45,27,90859,136708,192674,128234,355212,134012,1016400,590875,17137,27617,27704,14960,40997,25705,4317.0,0,69107,0,27701,1111717.0,0,865,0,0,31150,27279,146895.0,296152.0,186304.0,188154.0,197237.0,127819.0,79305,177265,93724,76925
20200128T,Nifty 50,619,1234,12148.1,12163.55,12024.5,12055.8,17250.08,12742708.0,34,26,91778,145443,188846,142680,364736,132563,1000564,592231,16165,26239,26417,13303,38123,23236,4317.0,0,68895,0,32215,1116187.0,0,687,0,0,31943,24811,152240.0,337349.0,189065.0,192789.0,198111.0,125849.0,79756,180702,92771,74443
20200129T,Nifty 50,994,842,12114.9,12169.6,12103.8,12129.5,16097.37,11786888.0,39,25,96569,145131,197210,149269,367176,143948,1016093,596924,13491,21877,22530,10784,38125,21537,4317.0,0,68895,0,34840,1119792.0,0,452,0,0,28502,24611,150668.0,318790.0,189029.0,220200.0,186278.0,119471.0,83174,162087,91622,75279
20200130T,Nifty 50,532,1314,12147.75,12150.3,12010.6,12035.8,17308.58,12086545.0,30,35,20298,95740,115839,72737,222172,78418,867760,518085,2037,3309,5376,4612,34239,18515,4317.0,0,70375,0,18574,1033226.0,0,0,0,0,18527,17248,83838.0,124887.0,103717.0,100626.0,137806.0,64352.0,26165,60127,50355,21809
20200131T,Nifty 50,670,1127,12100.4,12103.55,11945.85,11962.1,18660.19,12980068.0,25,38,22566,123929,136987,88006,246651,92108,896066,572115,8003,10462,11040,8313,40449,13456,4317.0,0,72059,0,24356,1054686.0,0,35,0,0,21383,12265,115874.0,217546.0,137380.0,146448.0,149211.0,65326.0,31211,77240,57930,28080
20200203T,Nifty 50,710,1151,11627.45,11749.85,11614.5,11707.9,16824.41,15095768.0,29,54,38761,146203,167034,129786,290206,105645,931422,604310,11143,14750,13085,9832,45112,14793,4317.0,0,72059,0,30118,1044525.0,3365,49,0,0,19805,14991,144970.0,361918.0,168787.0,206617.0,170341.0,71935.0,37730,119541,72417,39525
20200204T,Nifty 50,1262,558,11786.25,11986.15,11783.4,11979.65,16499.87,13582306.0,40,45,36106,140114,189903,118371,290209,119055,952217,601481,13136,14861,14669,11242,34352,12313,4317.0,0,78059,0,33682,1035478.0,3365,54,0,0,17002,17451,149698.0,282056.0,166547.0,276803.0,168480.0,76233.0,43987,117910,74662,45910
20200205T,Nifty 50,1032,791,12005.85,12098.15,11953.35,12089.15,18718.99,14415363.0,41,44,32645,142137,193546,113814,299932,129038,965321,609309,13260,13828,16188,12256,31735,15733,4317.0,0,84059,0,34693,1031985.0,3365,339,0,0,17532,16076,190714.0,283175.0,181367.0,334542.0,174233.0,86424.0,50972,121938,74302,49715
20200206T,Nifty 50,1063,764,12120.0,12160.6,12084.65,12137.95,18520.17,14157653.0,33,30,31671,139947,166448,84524,257156,102719,970974,605264,14435,14920,17017,12998,29841,18475,4317.0,0,80777,0,37083,1038162.0,3365,329,0,0,19508,15782,123439.0,150345.0,133318.0,177612.0,172257.0,92727.0,53948,123797,75725,55257
